user,star,sumary,country&time,kind item,image,comment
TGilbertie,3,"Great headset for PC, terrible headset for Xbox","Reviewed in the United States on May 11, 2020",Color: BlackStyle: Arctis 5,0,"I've had this headset for around 2 years now, and this is what I have to say about it. In regards to how it does on the PC, it does great! The sound quality is really good, especially for gaming, the RGB lights are extremely customizable, the game/chat mixer is really solid and handy (however over time, bit and crumbs can get in there and make the slider less smooth, but it's not too noticeable) and it is overall a great headset for PC. In regard to how it does on Xbox, well, that's an entirely different story. The RGB does not work on Xbox due to the adapter, which is fine by me because it's not the end of the world for me, but the adapter for the Xbox is what honestly ruins this whole experience. For the first one, maybe two weeks, the adapter works just fine, but after that, good luck. After that, the adapter stops working more and more and requires you to do weird things just to get it to function optimally. The main bizarre thing I had to do was sort of wiggle with the connector in the controller until it works, and even then, after a while, it stops working period. So I thought to myself, okay, it might be the case that this is a faulty, defective adapter. So I went on the SteelSeries website and ordered an accessories pack that had the adapter in it around 6 months. When it came, I replaced the old one, and the exact same thing happened. And this is all a shame because I like this headset, but if you can't even do the adapter right, why make it compatible with Xbox at all. This gets 2 stars from me."
claire,3,not the best,"Reviewed in the United States on May 22, 2019",Color: WhiteStyle: Arctis 5,0,"I bought this headset roughly a year ago. I used to have a cheap turtle beach one that was complete trash and I needed a change. Since Faze was constantly advertising this brand I thought I would give it a try. When it arrived, I was pretty disappointed that when plugged into an xbox controller the side lights wouldn’t work, but I got over it. It was also so annoying when the volume would just turn up and down on its own. My biggest problem with this headset is THE ECHO. I can’t explain to you how horrible the echo would be while I was in xbox parties. It literally never ended. Therefore, I’m about to switch over to logitech or hyperX for my next headset. IF YOU PLAY CONSOLE DON’T WASTE YOUR MONEY."
Ryonee,3,USB Mic does not work for PS4/Mac.,"Reviewed in the United States on November 23, 2019",Color: BlackStyle: Arctis 5,1,"WARNING: USB ChatMix Does NOT work for PS4/Mac.

I cannot for my life get my mic to work for my PS4 or my MAC through the USB. The only way to use mic is through the 3.5 mm jack. Even then it’s complete trash without the USB ChatMix. I’m returning this tomorrow."
Kevyn jones,3,The chat/game volume knob is the worst part,"Reviewed in the United States on May 5, 2019",Color: BlackStyle: Arctis 5,0,The game volume knob is very sensitive and a nice feature... but for some reason they put it in the middle of the 10 ft long cord so it will just dangle on the floor and the mixer will flip back and forth unless you tie or tape it down to something which in the end leaves you with a 5 foot cord and it sounds silly but its so annoying i hate playing PC anymore because of that cord. Just get the arctic 7s
Hannah Tervo,3,Broke after 8 months.,"Reviewed in the United States on March 22, 2019",Color: BlackStyle: Arctis 5,0,"After about 8 months, the left earpiece stopped working out of nowhere. Was watching YouTube and it died. Other than that, these are great headphones. Good sound. The gaming/voice meter is kind of annoying, but you get used to it.
I have $5 earbuds from the dollar store that lasted longer than these. Luckily the warranty lasts for a year and I can get a replacement, but still."
Chris T.,2,Poor Microphone and Subpar Sound Quality,"Reviewed in the United States on October 9, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I was in dire need of new headphones, so I bought these in a pinch hoping they'd be an upgrade from my previous pair (Logitech G432) Despite being double the price of my previous headset, these were significantly worse in most ways.

The sound was mediocre at best, only slightly remedied by some EQ adjusting. Not terrible sound, but I felt it really lacked weight, and everything sounded tinny, even after EQ.

The microphone itself was pretty bad with a constant static buzzing sound. The only fix for this was to use Steelseries' GG software, which does help by giving you access to AI noise cancelling. That made the mic sound fine, but I think that it's still unacceptable to require AI noise cancelling for adequate quality.

I'm not sure if my model was defective, but I also noticed a constant hum when there was no audio playing. I later discovered that this was caused by the lights on the headset, as turning them off fixed it. Not a problem for me, but I think that's a big issue when the lights are one of the few gimmicks for your product.

One good thing is that the cable is detachable; however, the cable was really 'rigid' The cable was firm and brushed against my shoulder often, and to make it worse, you can hear it every time it rubs on something, so I had to snake it around my lap (which was incredibly inconvenient).

Lastly, the software for these feels very invasive and unintuitive. Seemed heavy on resources compared to competing software, too.

I had a better experience with headphones half the price, so I was very disappointed with these. For the same price, I got Razer's Blackshark V2's, and I think that they improve on nearly every aspect of these for the same exact price."
DC,2,"Sound quality is ok, but that's the only good thing about it.","Reviewed in the United States on February 24, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"I'm quite upset by this purchase, I have had less trouble with much lower end microphones. The hardware quality on this mic seems to be ok but the software makes me want to cry. I've updated firmware, my PC is up to date, I've tried reinstalling drivers. It just keeps breaking, sound randomly stops working or suddenly there will be crazy screeching through your mic if you're recording (but you won't hear it in your headset until after you're done recording). So many bugs, it's driving me crazy. If you need a setup that is more than a house of cards, do not go this route."
Steven Korson,2,Mic connection is terrible,"Reviewed in the United States on March 25, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"Overall the quality of the headset is solid, but the connector on my headset leaves much to be desired. The audio had some troubles early on, but has since lost the issue. However microphone is consistently unusable using any of the cables provided. The connection is spotty and inconsistent, or sometimes makes terrible high pitch noise."
John,2,Bait and switch,"Reviewed in the United States on January 13, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"Oddly I went through a Bait and Switch scenario. When I purchased it, the product was $70 but came in defective with one side ringing. When I try to opt for replacement, only return was possible. Came to realize I had to pay $100 for a replacement hence why no ""replacement"" option. Good product but crap scenario."
Emily Taylor,2,Firmware Updates Kill This Product,"Reviewed in the United States on March 31, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"I really wanted to like this headset. Sound was great, mic was great, but the constant firmware updates that SteelSeries puts out makes this headset impossible to use. If it needs an update, which seemed to happen every day to every other day, it would have connectivity problems and mic problems. So, the logical thing to do would be to go through with the update, right? Well, I would do that, but it was never an easy process. The update would either freeze halfway through, forcing me to close the program or unplug the headset (which the program warns against because it could fry the headset, but if it's frozen, there's nothing else you can do), or an alert would pop up telling me that there was a problem with the update and to try again. The latter would happen multiple times before it would finally work. On the off chance it WOULD work on the first try, it only seemed to happen when there was still an update to do afterwards, which would then go through these same problems.
I returned my original headset and got a new one, hoping it was just a weird headset that I got, but no, the problem lies with the company's updates that they constantly put out.
The only thing that kept me from giving this product one star is the fact that when it did work, it was a good product."
